c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_regionkey,c_comment
42779,Frank Customer 42779,42779 Main St,4,555-3867,-4199.19,HOUSEHOLD,4,Customer 42779 comment
42780,Diana Customer 42780,42780 Main St,5,555-3958,11248.35,AUTOMOBILE,0,Customer 42780 comment
42781,Grace Customer 42781,42781 Main St,6,555-2710,37148.37,FURNITURE,1,Customer 42781 comment
42782,Frank Customer 42782,42782 Main St,7,555-1388,28007.06,HOUSEHOLD,2,Customer 42782 comment
42783,Charlie Customer 42783,42783 Main St,8,555-7740,24958.22,BUILDING,3,Customer 42783 comment
42784,Frank Customer 42784,42784 Main St,9,555-4701,33618.54,AUTOMOBILE,4,Customer 42784 comment
42785,Charlie Customer 42785,42785 Main St,10,555-2322,54149.63,BUILDING,0,Customer 42785 comment
42786,Diana Customer 42786,42786 Main St,11,555-5714,-7144.17,FURNITURE,1,Customer 42786 comment
42787,Jack Customer 42787,42787 Main St,12,555-2982,21997.86,FURNITURE,2,Customer 42787 comment
42788,Eve Customer 42788,42788 Main St,13,555-2310,84584.2,BUILDING,3,Customer 42788 comment
42789,Grace Customer 42789,42789 Main St,14,555-5437,-5517.44,AUTOMOBILE,4,Customer 42789 comment
42790,Grace Customer 42790,42790 Main St,15,555-4033,37456.38,MACHINERY,0,Customer 42790 comment
42791,Grace Customer 42791,42791 Main St,16,555-1015,17268.47,MACHINERY,1,Customer 42791 comment
42792,Frank Customer 42792,42792 Main St,17,555-1386,99607.56,FURNITURE,2,Customer 42792 comment
42793,Iris Customer 42793,42793 Main St,18,555-9532,-8607.98,BUILDING,3,Customer 42793 comment
42794,Eve Customer 42794,42794 Main St,19,555-4451,-2727.22,FURNITURE,4,Customer 42794 comment
42795,Charlie Customer 42795,42795 Main St,20,555-7539,51613.15,MACHINERY,0,Customer 42795 comment
42796,Alice Customer 42796,42796 Main St,21,555-8036,56917.05,FURNITURE,1,Customer 42796 comment
42797,Bob Customer 42797,42797 Main St,22,555-2609,-2994.91,AUTOMOBILE,2,Customer 42797 comment
42798,Bob Customer 42798,42798 Main St,23,555-1101,74077.38,HOUSEHOLD,3,Customer 42798 comment
42799,Bob Customer 42799,42799 Main St,24,555-3110,26114.3,FURNITURE,4,Customer 42799 comment
42800,Grace Customer 42800,42800 Main St,0,555-5814,51475.99,HOUSEHOLD,0,Customer 42800 comment
42801,Alice Customer 42801,42801 Main St,1,555-8583,65747.07,AUTOMOBILE,1,Customer 42801 comment
42802,Grace Customer 42802,42802 Main St,2,555-2822,30772.71,HOUSEHOLD,2,Customer 42802 comment
42803,Grace Customer 42803,42803 Main St,3,555-9518,41014.14,AUTOMOBILE,3,Customer 42803 comment
42804,Iris Customer 42804,42804 Main St,4,555-8425,8706.12,BUILDING,4,Customer 42804 comment
42805,Bob Customer 42805,42805 Main St,5,555-7043,37548.44,AUTOMOBILE,0,Customer 42805 comment
42806,Jack Customer 42806,42806 Main St,6,555-6227,39718.01,HOUSEHOLD,1,Customer 42806 comment
42807,Bob Customer 42807,42807 Main St,7,555-3804,6511.38,BUILDING,2,Customer 42807 comment
42808,Charlie Customer 42808,42808 Main St,8,555-6831,47894.91,AUTOMOBILE,3,Customer 42808 comment
42809,Frank Customer 42809,42809 Main St,9,555-6302,98727.26,MACHINERY,4,Customer 42809 comment
42810,Iris Customer 42810,42810 Main St,10,555-6789,76303.0,AUTOMOBILE,0,Customer 42810 comment
42811,Eve Customer 42811,42811 Main St,11,555-9803,3221.32,FURNITURE,1,Customer 42811 comment
42812,Bob Customer 42812,42812 Main St,12,555-8173,5254.05,BUILDING,2,Customer 42812 comment
42813,Diana Customer 42813,42813 Main St,13,555-7026,59507.93,MACHINERY,3,Customer 42813 comment
42814,Eve Customer 42814,42814 Main St,14,555-5502,96839.88,AUTOMOBILE,4,Customer 42814 comment
42815,Eve Customer 42815,42815 Main St,15,555-9116,14014.81,MACHINERY,0,Customer 42815 comment
42816,Diana Customer 42816,42816 Main St,16,555-2755,79036.37,BUILDING,1,Customer 42816 comment
42817,Alice Customer 42817,42817 Main St,17,555-2207,19057.56,HOUSEHOLD,2,Customer 42817 comment
42818,Diana Customer 42818,42818 Main St,18,555-6607,-4822.51,HOUSEHOLD,3,Customer 42818 comment
42819,Iris Customer 42819,42819 Main St,19,555-3773,28468.58,HOUSEHOLD,4,Customer 42819 comment
42820,Frank Customer 42820,42820 Main St,20,555-1982,32975.63,BUILDING,0,Customer 42820 comment
42821,Frank Customer 42821,42821 Main St,21,555-4905,59025.15,BUILDING,1,Customer 42821 comment
42822,Diana Customer 42822,42822 Main St,22,555-1757,45384.2,AUTOMOBILE,2,Customer 42822 comment
42823,Diana Customer 42823,42823 Main St,23,555-7993,15218.52,FURNITURE,3,Customer 42823 comment
42824,Alice Customer 42824,42824 Main St,24,555-9797,3408.15,MACHINERY,4,Customer 42824 comment
42825,Jack Customer 42825,42825 Main St,0,555-7477,95235.05,FURNITURE,0,Customer 42825 comment
42826,Eve Customer 42826,42826 Main St,1,555-1369,84149.8,HOUSEHOLD,1,Customer 42826 comment
42827,Bob Customer 42827,42827 Main St,2,555-5573,76194.87,MACHINERY,2,Customer 42827 comment
42828,Diana Customer 42828,42828 Main St,3,555-4880,3971.51,MACHINERY,3,Customer 42828 comment
42829,Alice Customer 42829,42829 Main St,4,555-2616,13591.25,BUILDING,4,Customer 42829 comment
42830,Jack Customer 42830,42830 Main St,5,555-3052,38398.67,BUILDING,0,Customer 42830 comment
42831,Frank Customer 42831,42831 Main St,6,555-1816,95754.69,HOUSEHOLD,1,Customer 42831 comment
42832,Frank Customer 42832,42832 Main St,7,555-9756,56660.79,MACHINERY,2,Customer 42832 comment
42833,Grace Customer 42833,42833 Main St,8,555-6698,32504.5,BUILDING,3,Customer 42833 comment
42834,Alice Customer 42834,42834 Main St,9,555-8929,-649.79,AUTOMOBILE,4,Customer 42834 comment
42835,Jack Customer 42835,42835 Main St,10,555-4656,22808.58,BUILDING,0,Customer 42835 comment
42836,Henry Customer 42836,42836 Main St,11,555-5979,77501.49,MACHINERY,1,Customer 42836 comment
42837,Jack Customer 42837,42837 Main St,12,555-4821,61801.34,HOUSEHOLD,2,Customer 42837 comment
42838,Jack Customer 42838,42838 Main St,13,555-2840,48010.75,MACHINERY,3,Customer 42838 comment
42839,Grace Customer 42839,42839 Main St,14,555-9054,-6816.98,BUILDING,4,Customer 42839 comment
42840,Alice Customer 42840,42840 Main St,15,555-7713,9111.07,AUTOMOBILE,0,Customer 42840 comment
42841,Henry Customer 42841,42841 Main St,16,555-7833,24149.98,FURNITURE,1,Customer 42841 comment
42842,Iris Customer 42842,42842 Main St,17,555-4284,37445.95,AUTOMOBILE,2,Customer 42842 comment
42843,Charlie Customer 42843,42843 Main St,18,555-4571,67026.98,FURNITURE,3,Customer 42843 comment
42844,Frank Customer 42844,42844 Main St,19,555-6865,9850.99,HOUSEHOLD,4,Customer 42844 comment
42845,Grace Customer 42845,42845 Main St,20,555-1361,14099.88,HOUSEHOLD,0,Customer 42845 comment
42846,Frank Customer 42846,42846 Main St,21,555-8307,72166.22,HOUSEHOLD,1,Customer 42846 comment
42847,Grace Customer 42847,42847 Main St,22,555-4066,17804.94,AUTOMOBILE,2,Customer 42847 comment
42848,Iris Customer 42848,42848 Main St,23,555-6776,21141.5,BUILDING,3,Customer 42848 comment
42849,Alice Customer 42849,42849 Main St,24,555-7422,45664.3,MACHINERY,4,Customer 42849 comment
42850,Grace Customer 42850,42850 Main St,0,555-2368,47725.73,HOUSEHOLD,0,Customer 42850 comment
42851,Grace Customer 42851,42851 Main St,1,555-4764,62389.84,FURNITURE,1,Customer 42851 comment
42852,Jack Customer 42852,42852 Main St,2,555-4361,93395.62,HOUSEHOLD,2,Customer 42852 comment
42853,Frank Customer 42853,42853 Main St,3,555-9535,73814.45,FURNITURE,3,Customer 42853 comment
42854,Charlie Customer 42854,42854 Main St,4,555-5446,44436.6,AUTOMOBILE,4,Customer 42854 comment
42855,Jack Customer 42855,42855 Main St,5,555-2411,66016.39,HOUSEHOLD,0,Customer 42855 comment
42856,Iris Customer 42856,42856 Main St,6,555-2384,12324.38,AUTOMOBILE,1,Customer 42856 comment
42857,Henry Customer 42857,42857 Main St,7,555-2889,57675.29,MACHINERY,2,Customer 42857 comment
42858,Alice Customer 42858,42858 Main St,8,555-8961,20771.69,AUTOMOBILE,3,Customer 42858 comment
42859,Charlie Customer 42859,42859 Main St,9,555-5108,91049.48,HOUSEHOLD,4,Customer 42859 comment
42860,Henry Customer 42860,42860 Main St,10,555-8511,61296.65,BUILDING,0,Customer 42860 comment
42861,Iris Customer 42861,42861 Main St,11,555-8511,37057.14,AUTOMOBILE,1,Customer 42861 comment
42862,Frank Customer 42862,42862 Main St,12,555-2311,-2642.1,HOUSEHOLD,2,Customer 42862 comment
42863,Iris Customer 42863,42863 Main St,13,555-2545,39043.0,AUTOMOBILE,3,Customer 42863 comment
42864,Alice Customer 42864,42864 Main St,14,555-5648,91389.17,FURNITURE,4,Customer 42864 comment
42865,Eve Customer 42865,42865 Main St,15,555-5251,-6631.47,HOUSEHOLD,0,Customer 42865 comment
42866,Eve Customer 42866,42866 Main St,16,555-6133,36607.08,MACHINERY,1,Customer 42866 comment
42867,Diana Customer 42867,42867 Main St,17,555-1418,27671.76,MACHINERY,2,Customer 42867 comment
42868,Iris Customer 42868,42868 Main St,18,555-7049,41524.33,AUTOMOBILE,3,Customer 42868 comment
42869,Henry Customer 42869,42869 Main St,19,555-6979,28592.2,MACHINERY,4,Customer 42869 comment
42870,Charlie Customer 42870,42870 Main St,20,555-8756,6655.58,FURNITURE,0,Customer 42870 comment
42871,Frank Customer 42871,42871 Main St,21,555-6002,47335.11,FURNITURE,1,Customer 42871 comment
42872,Diana Customer 42872,42872 Main St,22,555-8361,35400.11,HOUSEHOLD,2,Customer 42872 comment
42873,Jack Customer 42873,42873 Main St,23,555-1863,11200.9,AUTOMOBILE,3,Customer 42873 comment
42874,Eve Customer 42874,42874 Main St,24,555-3446,21329.77,HOUSEHOLD,4,Customer 42874 comment
42875,Henry Customer 42875,42875 Main St,0,555-2802,25410.25,FURNITURE,0,Customer 42875 comment
42876,Jack Customer 42876,42876 Main St,1,555-4891,75281.0,MACHINERY,1,Customer 42876 comment
42877,Eve Customer 42877,42877 Main St,2,555-1819,36028.67,FURNITURE,2,Customer 42877 comment
42878,Eve Customer 42878,42878 Main St,3,555-2311,48794.34,MACHINERY,3,Customer 42878 comment
42879,Henry Customer 42879,42879 Main St,4,555-5838,-9775.89,MACHINERY,4,Customer 42879 comment
42880,Henry Customer 42880,42880 Main St,5,555-1016,4754.04,AUTOMOBILE,0,Customer 42880 comment
42881,Jack Customer 42881,42881 Main St,6,555-7913,47886.05,HOUSEHOLD,1,Customer 42881 comment
42882,Iris Customer 42882,42882 Main St,7,555-7137,75700.15,HOUSEHOLD,2,Customer 42882 comment
42883,Bob Customer 42883,42883 Main St,8,555-1117,88195.31,FURNITURE,3,Customer 42883 comment
42884,Henry Customer 42884,42884 Main St,9,555-6532,37693.3,HOUSEHOLD,4,Customer 42884 comment
42885,Frank Customer 42885,42885 Main St,10,555-8432,51258.93,AUTOMOBILE,0,Customer 42885 comment
42886,Jack Customer 42886,42886 Main St,11,555-4243,76558.06,BUILDING,1,Customer 42886 comment
42887,Jack Customer 42887,42887 Main St,12,555-3879,19583.39,HOUSEHOLD,2,Customer 42887 comment
42888,Alice Customer 42888,42888 Main St,13,555-1309,74603.3,AUTOMOBILE,3,Customer 42888 comment
42889,Diana Customer 42889,42889 Main St,14,555-6465,30272.65,MACHINERY,4,Customer 42889 comment
42890,Diana Customer 42890,42890 Main St,15,555-3679,65394.2,AUTOMOBILE,0,Customer 42890 comment
42891,Eve Customer 42891,42891 Main St,16,555-1218,68234.59,FURNITURE,1,Customer 42891 comment
42892,Bob Customer 42892,42892 Main St,17,555-7348,82500.29,AUTOMOBILE,2,Customer 42892 comment
42893,Charlie Customer 42893,42893 Main St,18,555-5821,36433.19,BUILDING,3,Customer 42893 comment
42894,Eve Customer 42894,42894 Main St,19,555-9747,54550.27,BUILDING,4,Customer 42894 comment
42895,Diana Customer 42895,42895 Main St,20,555-5392,-3711.14,MACHINERY,0,Customer 42895 comment
42896,Charlie Customer 42896,42896 Main St,21,555-5502,19207.3,HOUSEHOLD,1,Customer 42896 comment
42897,Iris Customer 42897,42897 Main St,22,555-5405,34426.43,MACHINERY,2,Customer 42897 comment
42898,Frank Customer 42898,42898 Main St,23,555-1489,24009.83,HOUSEHOLD,3,Customer 42898 comment
42899,Jack Customer 42899,42899 Main St,24,555-3268,42767.96,HOUSEHOLD,4,Customer 42899 comment
42900,Eve Customer 42900,42900 Main St,0,555-6187,17442.81,HOUSEHOLD,0,Customer 42900 comment
42901,Henry Customer 42901,42901 Main St,1,555-4823,4264.04,MACHINERY,1,Customer 42901 comment
42902,Charlie Customer 42902,42902 Main St,2,555-6253,75028.12,AUTOMOBILE,2,Customer 42902 comment
42903,Jack Customer 42903,42903 Main St,3,555-3071,63095.58,BUILDING,3,Customer 42903 comment
42904,Diana Customer 42904,42904 Main St,4,555-5312,10558.62,HOUSEHOLD,4,Customer 42904 comment
42905,Iris Customer 42905,42905 Main St,5,555-1626,15645.35,MACHINERY,0,Customer 42905 comment
42906,Eve Customer 42906,42906 Main St,6,555-1386,48248.82,MACHINERY,1,Customer 42906 comment
42907,Bob Customer 42907,42907 Main St,7,555-9865,9086.69,HOUSEHOLD,2,Customer 42907 comment
42908,Eve Customer 42908,42908 Main St,8,555-5384,56552.23,HOUSEHOLD,3,Customer 42908 comment
42909,Alice Customer 42909,42909 Main St,9,555-1674,64744.29,FURNITURE,4,Customer 42909 comment
42910,Charlie Customer 42910,42910 Main St,10,555-7410,33243.0,HOUSEHOLD,0,Customer 42910 comment
42911,Alice Customer 42911,42911 Main St,11,555-4500,-7463.74,FURNITURE,1,Customer 42911 comment
42912,Alice Customer 42912,42912 Main St,12,555-2315,51808.88,MACHINERY,2,Customer 42912 comment
42913,Eve Customer 42913,42913 Main St,13,555-5269,37156.94,BUILDING,3,Customer 42913 comment
42914,Henry Customer 42914,42914 Main St,14,555-7718,48574.81,HOUSEHOLD,4,Customer 42914 comment
42915,Jack Customer 42915,42915 Main St,15,555-2135,35230.82,BUILDING,0,Customer 42915 comment
42916,Iris Customer 42916,42916 Main St,16,555-5366,37912.19,MACHINERY,1,Customer 42916 comment
42917,Eve Customer 42917,42917 Main St,17,555-7062,54605.6,HOUSEHOLD,2,Customer 42917 comment
42918,Bob Customer 42918,42918 Main St,18,555-7753,97038.39,AUTOMOBILE,3,Customer 42918 comment
42919,Iris Customer 42919,42919 Main St,19,555-2421,92654.52,BUILDING,4,Customer 42919 comment
42920,Bob Customer 42920,42920 Main St,20,555-7937,47182.38,FURNITURE,0,Customer 42920 comment
42921,Eve Customer 42921,42921 Main St,21,555-8382,24168.4,AUTOMOBILE,1,Customer 42921 comment
42922,Alice Customer 42922,42922 Main St,22,555-2762,17177.0,BUILDING,2,Customer 42922 comment
42923,Frank Customer 42923,42923 Main St,23,555-9770,25797.71,MACHINERY,3,Customer 42923 comment
42924,Frank Customer 42924,42924 Main St,24,555-4570,653.32,BUILDING,4,Customer 42924 comment
42925,Eve Customer 42925,42925 Main St,0,555-5475,51382.72,AUTOMOBILE,0,Customer 42925 comment
42926,Frank Customer 42926,42926 Main St,1,555-1699,21281.53,FURNITURE,1,Customer 42926 comment
42927,Diana Customer 42927,42927 Main St,2,555-9590,64863.78,MACHINERY,2,Customer 42927 comment
42928,Diana Customer 42928,42928 Main St,3,555-9705,97589.91,FURNITURE,3,Customer 42928 comment
42929,Henry Customer 42929,42929 Main St,4,555-7784,74940.91,FURNITURE,4,Customer 42929 comment
42930,Jack Customer 42930,42930 Main St,5,555-3344,7025.29,FURNITURE,0,Customer 42930 comment
42931,Grace Customer 42931,42931 Main St,6,555-4000,27189.5,BUILDING,1,Customer 42931 comment
42932,Iris Customer 42932,42932 Main St,7,555-6948,3812.02,BUILDING,2,Customer 42932 comment
42933,Jack Customer 42933,42933 Main St,8,555-4183,7306.31,FURNITURE,3,Customer 42933 comment
42934,Diana Customer 42934,42934 Main St,9,555-7906,99797.47,HOUSEHOLD,4,Customer 42934 comment
42935,Charlie Customer 42935,42935 Main St,10,555-2231,96909.97,AUTOMOBILE,0,Customer 42935 comment
42936,Grace Customer 42936,42936 Main St,11,555-9599,73898.78,BUILDING,1,Customer 42936 comment
42937,Jack Customer 42937,42937 Main St,12,555-9655,94749.82,MACHINERY,2,Customer 42937 comment
42938,Jack Customer 42938,42938 Main St,13,555-5691,95916.29,HOUSEHOLD,3,Customer 42938 comment
42939,Charlie Customer 42939,42939 Main St,14,555-7235,63317.22,MACHINERY,4,Customer 42939 comment
42940,Henry Customer 42940,42940 Main St,15,555-5523,77494.12,FURNITURE,0,Customer 42940 comment
42941,Henry Customer 42941,42941 Main St,16,555-7390,-2928.92,FURNITURE,1,Customer 42941 comment
42942,Frank Customer 42942,42942 Main St,17,555-1084,78466.82,FURNITURE,2,Customer 42942 comment
42943,Bob Customer 42943,42943 Main St,18,555-6756,-1951.69,HOUSEHOLD,3,Customer 42943 comment
42944,Charlie Customer 42944,42944 Main St,19,555-8942,44881.32,FURNITURE,4,Customer 42944 comment
42945,Charlie Customer 42945,42945 Main St,20,555-6556,6799.93,HOUSEHOLD,0,Customer 42945 comment
42946,Alice Customer 42946,42946 Main St,21,555-4108,51066.51,BUILDING,1,Customer 42946 comment
42947,Iris Customer 42947,42947 Main St,22,555-6661,55232.04,HOUSEHOLD,2,Customer 42947 comment
42948,Henry Customer 42948,42948 Main St,23,555-8591,-2602.29,BUILDING,3,Customer 42948 comment
42949,Jack Customer 42949,42949 Main St,24,555-6593,79353.33,BUILDING,4,Customer 42949 comment
42950,Alice Customer 42950,42950 Main St,0,555-2923,76567.78,FURNITURE,0,Customer 42950 comment
42951,Diana Customer 42951,42951 Main St,1,555-4801,24924.09,HOUSEHOLD,1,Customer 42951 comment
42952,Iris Customer 42952,42952 Main St,2,555-1003,57687.68,FURNITURE,2,Customer 42952 comment
42953,Charlie Customer 42953,42953 Main St,3,555-7334,-2567.71,FURNITURE,3,Customer 42953 comment
42954,Charlie Customer 42954,42954 Main St,4,555-5227,11109.85,FURNITURE,4,Customer 42954 comment
42955,Charlie Customer 42955,42955 Main St,5,555-6737,59213.39,BUILDING,0,Customer 42955 comment
42956,Diana Customer 42956,42956 Main St,6,555-9702,3054.84,FURNITURE,1,Customer 42956 comment
42957,Iris Customer 42957,42957 Main St,7,555-2896,98671.02,FURNITURE,2,Customer 42957 comment
42958,Alice Customer 42958,42958 Main St,8,555-2511,89971.09,HOUSEHOLD,3,Customer 42958 comment
42959,Alice Customer 42959,42959 Main St,9,555-9676,39342.77,BUILDING,4,Customer 42959 comment
42960,Bob Customer 42960,42960 Main St,10,555-7670,43114.27,MACHINERY,0,Customer 42960 comment
42961,Grace Customer 42961,42961 Main St,11,555-5613,66808.67,HOUSEHOLD,1,Customer 42961 comment
42962,Bob Customer 42962,42962 Main St,12,555-3548,32371.67,AUTOMOBILE,2,Customer 42962 comment
42963,Bob Customer 42963,42963 Main St,13,555-6111,26030.34,HOUSEHOLD,3,Customer 42963 comment
42964,Bob Customer 42964,42964 Main St,14,555-5104,58038.0,AUTOMOBILE,4,Customer 42964 comment
42965,Charlie Customer 42965,42965 Main St,15,555-6313,87638.75,FURNITURE,0,Customer 42965 comment
42966,Diana Customer 42966,42966 Main St,16,555-4952,14541.67,HOUSEHOLD,1,Customer 42966 comment
42967,Charlie Customer 42967,42967 Main St,17,555-2629,48422.72,BUILDING,2,Customer 42967 comment
42968,Grace Customer 42968,42968 Main St,18,555-7065,24186.71,MACHINERY,3,Customer 42968 comment
42969,Alice Customer 42969,42969 Main St,19,555-3229,54994.81,BUILDING,4,Customer 42969 comment
42970,Eve Customer 42970,42970 Main St,20,555-5975,64569.34,FURNITURE,0,Customer 42970 comment
42971,Jack Customer 42971,42971 Main St,21,555-6602,39016.33,FURNITURE,1,Customer 42971 comment
42972,Alice Customer 42972,42972 Main St,22,555-6284,58029.73,FURNITURE,2,Customer 42972 comment
42973,Charlie Customer 42973,42973 Main St,23,555-1069,13128.44,FURNITURE,3,Customer 42973 comment
42974,Bob Customer 42974,42974 Main St,24,555-3180,23421.67,MACHINERY,4,Customer 42974 comment
42975,Charlie Customer 42975,42975 Main St,0,555-1257,56693.33,AUTOMOBILE,0,Customer 42975 comment
42976,Iris Customer 42976,42976 Main St,1,555-4908,715.43,BUILDING,1,Customer 42976 comment
42977,Diana Customer 42977,42977 Main St,2,555-7262,87539.07,BUILDING,2,Customer 42977 comment
42978,Charlie Customer 42978,42978 Main St,3,555-4289,92622.46,AUTOMOBILE,3,Customer 42978 comment
42979,Diana Customer 42979,42979 Main St,4,555-1681,4515.22,AUTOMOBILE,4,Customer 42979 comment
42980,Jack Customer 42980,42980 Main St,5,555-9527,369.55,BUILDING,0,Customer 42980 comment
42981,Henry Customer 42981,42981 Main St,6,555-4954,4478.7,FURNITURE,1,Customer 42981 comment
42982,Eve Customer 42982,42982 Main St,7,555-7764,43764.15,FURNITURE,2,Customer 42982 comment
42983,Henry Customer 42983,42983 Main St,8,555-7349,66668.41,AUTOMOBILE,3,Customer 42983 comment
42984,Diana Customer 42984,42984 Main St,9,555-6573,93202.67,AUTOMOBILE,4,Customer 42984 comment
42985,Diana Customer 42985,42985 Main St,10,555-5195,47853.49,AUTOMOBILE,0,Customer 42985 comment
42986,Alice Customer 42986,42986 Main St,11,555-4225,-5487.9,MACHINERY,1,Customer 42986 comment
42987,Grace Customer 42987,42987 Main St,12,555-8793,19987.62,MACHINERY,2,Customer 42987 comment
42988,Iris Customer 42988,42988 Main St,13,555-5136,30235.36,AUTOMOBILE,3,Customer 42988 comment
42989,Iris Customer 42989,42989 Main St,14,555-7011,75910.05,HOUSEHOLD,4,Customer 42989 comment
42990,Grace Customer 42990,42990 Main St,15,555-7436,9969.69,HOUSEHOLD,0,Customer 42990 comment
42991,Grace Customer 42991,42991 Main St,16,555-1997,-8314.51,AUTOMOBILE,1,Customer 42991 comment
42992,Henry Customer 42992,42992 Main St,17,555-6485,22403.54,AUTOMOBILE,2,Customer 42992 comment
42993,Alice Customer 42993,42993 Main St,18,555-2868,92202.32,AUTOMOBILE,3,Customer 42993 comment
42994,Iris Customer 42994,42994 Main St,19,555-4714,50803.06,MACHINERY,4,Customer 42994 comment
42995,Charlie Customer 42995,42995 Main St,20,555-2285,96716.54,HOUSEHOLD,0,Customer 42995 comment
42996,Charlie Customer 42996,42996 Main St,21,555-3234,70646.14,FURNITURE,1,Customer 42996 comment
42997,Frank Customer 42997,42997 Main St,22,555-7859,79818.19,MACHINERY,2,Customer 42997 comment
42998,Frank Customer 42998,42998 Main St,23,555-3325,9518.79,MACHINERY,3,Customer 42998 comment
42999,Henry Customer 42999,42999 Main St,24,555-7068,94251.39,AUTOMOBILE,4,Customer 42999 comment
43000,Jack Customer 43000,43000 Main St,0,555-7335,28737.49,HOUSEHOLD,0,Customer 43000 comment
43001,Iris Customer 43001,43001 Main St,1,555-2325,29336.04,AUTOMOBILE,1,Customer 43001 comment
43002,Bob Customer 43002,43002 Main St,2,555-9854,-9629.19,HOUSEHOLD,2,Customer 43002 comment
43003,Jack Customer 43003,43003 Main St,3,555-1863,37859.73,BUILDING,3,Customer 43003 comment
43004,Henry Customer 43004,43004 Main St,4,555-5802,51895.3,FURNITURE,4,Customer 43004 comment
43005,Alice Customer 43005,43005 Main St,5,555-9709,-438.47,BUILDING,0,Customer 43005 comment
43006,Eve Customer 43006,43006 Main St,6,555-1995,41031.01,MACHINERY,1,Customer 43006 comment
43007,Diana Customer 43007,43007 Main St,7,555-5690,83904.86,FURNITURE,2,Customer 43007 comment
43008,Grace Customer 43008,43008 Main St,8,555-9402,77881.05,AUTOMOBILE,3,Customer 43008 comment
43009,Iris Customer 43009,43009 Main St,9,555-5410,28745.46,MACHINERY,4,Customer 43009 comment
43010,Diana Customer 43010,43010 Main St,10,555-9950,22268.48,FURNITURE,0,Customer 43010 comment
43011,Jack Customer 43011,43011 Main St,11,555-1056,-8995.11,FURNITURE,1,Customer 43011 comment
43012,Grace Customer 43012,43012 Main St,12,555-4831,29939.2,BUILDING,2,Customer 43012 comment
43013,Jack Customer 43013,43013 Main St,13,555-7793,82798.66,FURNITURE,3,Customer 43013 comment
43014,Charlie Customer 43014,43014 Main St,14,555-7222,17385.49,BUILDING,4,Customer 43014 comment
43015,Jack Customer 43015,43015 Main St,15,555-2682,2621.06,BUILDING,0,Customer 43015 comment
43016,Charlie Customer 43016,43016 Main St,16,555-9124,46831.48,MACHINERY,1,Customer 43016 comment
43017,Frank Customer 43017,43017 Main St,17,555-8769,94129.21,HOUSEHOLD,2,Customer 43017 comment
43018,Henry Customer 43018,43018 Main St,18,555-4766,98918.48,BUILDING,3,Customer 43018 comment
43019,Jack Customer 43019,43019 Main St,19,555-7924,-6638.03,HOUSEHOLD,4,Customer 43019 comment
43020,Alice Customer 43020,43020 Main St,20,555-9255,70195.3,MACHINERY,0,Customer 43020 comment
43021,Alice Customer 43021,43021 Main St,21,555-4250,19443.76,MACHINERY,1,Customer 43021 comment
43022,Grace Customer 43022,43022 Main St,22,555-9004,16220.09,MACHINERY,2,Customer 43022 comment
43023,Iris Customer 43023,43023 Main St,23,555-2059,75355.44,MACHINERY,3,Customer 43023 comment
43024,Bob Customer 43024,43024 Main St,24,555-8460,51998.07,AUTOMOBILE,4,Customer 43024 comment
43025,Bob Customer 43025,43025 Main St,0,555-8465,2823.29,FURNITURE,0,Customer 43025 comment
43026,Bob Customer 43026,43026 Main St,1,555-5177,-7348.44,FURNITURE,1,Customer 43026 comment
43027,Diana Customer 43027,43027 Main St,2,555-1244,89041.15,HOUSEHOLD,2,Customer 43027 comment
43028,Jack Customer 43028,43028 Main St,3,555-8193,37889.26,FURNITURE,3,Customer 43028 comment
43029,Diana Customer 43029,43029 Main St,4,555-6896,58015.29,AUTOMOBILE,4,Customer 43029 comment
43030,Henry Customer 43030,43030 Main St,5,555-4290,35421.3,MACHINERY,0,Customer 43030 comment
43031,Charlie Customer 43031,43031 Main St,6,555-1823,46853.47,AUTOMOBILE,1,Customer 43031 comment
43032,Grace Customer 43032,43032 Main St,7,555-9355,22122.79,FURNITURE,2,Customer 43032 comment
43033,Alice Customer 43033,43033 Main St,8,555-2931,86735.23,FURNITURE,3,Customer 43033 comment
43034,Eve Customer 43034,43034 Main St,9,555-9248,10422.27,FURNITURE,4,Customer 43034 comment
43035,Iris Customer 43035,43035 Main St,10,555-7392,-364.34,MACHINERY,0,Customer 43035 comment
43036,Alice Customer 43036,43036 Main St,11,555-4318,29259.1,MACHINERY,1,Customer 43036 comment
43037,Frank Customer 43037,43037 Main St,12,555-8291,-9465.08,AUTOMOBILE,2,Customer 43037 comment
43038,Alice Customer 43038,43038 Main St,13,555-8473,49245.53,MACHINERY,3,Customer 43038 comment
43039,Frank Customer 43039,43039 Main St,14,555-6502,26284.31,BUILDING,4,Customer 43039 comment
43040,Diana Customer 43040,43040 Main St,15,555-7659,32157.69,BUILDING,0,Customer 43040 comment
43041,Alice Customer 43041,43041 Main St,16,555-1006,45685.56,MACHINERY,1,Customer 43041 comment
43042,Jack Customer 43042,43042 Main St,17,555-7964,-6350.17,HOUSEHOLD,2,Customer 43042 comment
43043,Alice Customer 43043,43043 Main St,18,555-7662,35954.24,BUILDING,3,Customer 43043 comment
43044,Diana Customer 43044,43044 Main St,19,555-9670,84102.63,MACHINERY,4,Customer 43044 comment
43045,Frank Customer 43045,43045 Main St,20,555-6676,79062.62,FURNITURE,0,Customer 43045 comment
